Country,Year,Population
Norway,2000,4478497
Norway,2001,4503436
Norway,2002,4524066
Norway,2003,4552252
Norway,2004,4577457
Norway,2005,4606363
Norway,2006,4640219
Norway,2007,4681134
Norway,2008,4737171
Norway,2009,4799252
Norway,2010,4858199
Norway,2011,4920305
Norway,2012,4985870
Norway,2013,5051275
Norway,2014,5109056
Norway,2015,5165802
Norway,2016,5213985
Norway,2017,5258317
Norway,2018,5295619
Norway,2019,5328212
Norway,2020,5367580
Norway,2021,5391369
Norway,2022,5425270
Norway,2023,5488984
Norway,2024,5550217
Poland,1960,29479900
Poland,1961,29795000
Poland,1962,30133000
Poland,1963,30484000
Poland,1964,30940000
Poland,1965,31338900
Poland,1966,31551000
Poland,1967,31811000
Poland,1968,32163310
Poland,1969,32426000
Poland,1970,32670600
Poland,1971,32658000
Poland,1972,32909000
Poland,1973,33202300
Poland,1974,33512100
Poland,1975,33845698
Poland,1976,34184700
Poland,1977,34527900
Poland,1978,34850200
Poland,1979,35081000
Poland,1980,35413434
Poland,1981,35734865
Poland,1982,36062309
Poland,1983,36398652
Poland,1984,36744964
Poland,1985,37063303
Poland,1986,37340467
Poland,1987,37571771
Poland,1988,37764318
Poland,1989,37884655
Poland,1990,38038403
Poland,1991,38183160
Poland,1992,38309226
Poland,1993,38418108
Poland,1994,38504707
Poland,1995,38580597
Poland,1996,38609399
Poland,1997,38639341
Poland,1998,38659979
Poland,1999,38666983
Poland,2000,38263303
Poland,2001,38253955
Poland,2002,38242197
Poland,2003,38218531
Poland,2004,38190608
Poland,2005,38173835
Poland,2006,38157055
Poland,2007,38125479
Poland,2008,38115641
Poland,2009,38135876
Poland,2010,38022869
Poland,2011,38062718
Poland,2012,38063792
Poland,2013,38062535
Poland,2014,38017856
Poland,2015,38005614
Poland,2016,37967209
Poland,2017,37972964
Poland,2018,37976687
Poland,2019,37972812
Poland,2020,37958138
Poland,2021,37073357
Poland,2022,36889761
Poland,2023,36753736
Poland,2024,36620970
Portugal,1960,8826040
Portugal,1961,8889392
Portugal,1962,8969240
Portugal,1963,9018730
Portugal,1964,9041980
Portugal,1965,9028750
Portugal,1966,8968440
Portugal,1967,8893540
Portugal,1968,8855500
Portugal,1969,8817800
Portugal,1970,8697610
Portugal,1971,8663252
Portugal,1972,8624260
Portugal,1973,8636600
Portugal,1974,8629600
Portugal,1975,8879130
Portugal,1976,9307810
Portugal,1977,9403810
Portugal,1978,9507540
Portugal,1979,9608960
Portugal,1980,9713570
Portugal,1981,9819054
Portugal,1982,9883670
Portugal,1983,9939871
Portugal,1984,9975859
Portugal,1985,10016605
Portugal,1986,10030621
Portugal,1987,10034846
Portugal,1988,10025215
Portugal,1989,10014005
Portugal,1990,9995995
Portugal,1991,9970441
Portugal,1992,9950029
Portugal,1993,9954958
Portugal,1994,9974391
Portugal,1995,10008659
Portugal,1996,10043693
Portugal,1997,10084196
Portugal,1998,10133758
Portugal,1999,10186634
Portugal,2000,10249022
Portugal,2001,10330774
Portugal,2002,10394669
Portugal,2003,10444592
Portugal,2004,10473050
Portugal,2005,10494672
Portugal,2006,10511988
Portugal,2007,10532588
Portugal,2008,10553339
Portugal,2009,10563014
Portugal,2010,10573479
Portugal,2011,10572721
Portugal,2012,10558950
Portugal,2013,10503889
Portugal,2014,10444092
Portugal,2015,10395121
Portugal,2016,10368554
Portugal,2017,10344478
Portugal,2018,10335770
Portugal,2019,10333496
Portugal,2020,10375395
Portugal,2021,10394297
Portugal,2022,10421117
Portugal,2023,10516621
Portugal,2024,10639726
Romania,1960,18319210
Romania,1961,18494600
Romania,1962,18615900
Romania,1963,18737200
Romania,1964,18858500
Romania,1965,18979752
Romania,1966,19083400
Romania,1967,19347500
Romania,1968,19720984
Romania,1969,19878678
Romania,1970,20139603
Romania,1971,20361192
Romania,1972,20561942
Romania,1973,20753972
Romania,1974,20917390
Romania,1975,21141468
Romania,1976,21445698
Romania,1977,21657569
Romania,1978,21854622
Romania,1979,22048305
Romania,1980,22132670
Romania,1981,22281894
Romania,1982,22424246
Romania,1983,22527235
Romania,1984,22593720
Romania,1985,22687374
Romania,1986,22778624
Romania,1987,22895058
Romania,1988,23003802
Romania,1989,23111521
Romania,1990,23211395
Romania,1991,23192274
Romania,1992,22810035
Romania,1993,22778533
Romania,1994,22748027
Romania,1995,22712394
Romania,1996,22656145
Romania,1997,22581862
Romania,1998,22526093
Romania,1999,22488595
Romania,2000,22455485
Romania,2001,22430457
Romania,2002,21833483
Romania,2003,21627509
Romania,2004,21521142
Romania,2005,21382354
Romania,2006,21257016
Romania,2007,21130503
Romania,2008,20635460
Romania,2009,20440290
Romania,2010,20294683
Romania,2011,20199059
Romania,2012,20095996
Romania,2013,20020074
Romania,2014,19947311
Romania,2015,19870647
Romania,2016,19760585
Romania,2017,19643949
Romania,2018,19533481
Romania,2019,19414458
Romania,2020,19328838
Romania,2021,19201662
Romania,2022,19042455
Romania,2023,19054548
Romania,2024,19067576
Russia,1960,:
Russia,1961,:
Russia,1962,:
Russia,1963,:
Russia,1964,:
Russia,1965,:
Russia,1966,:
Russia,1967,:
Russia,1968,:
Russia,1969,:
Russia,1970,:
Russia,1971,:
Russia,1972,:
Russia,1973,:
Russia,1974,:
Russia,1975,:
Russia,1976,:
Russia,1977,:
Russia,1978,:
Russia,1979,:
Russia,1980,:
Russia,1981,:
Russia,1982,:
Russia,1983,:
Russia,1984,:
Russia,1985,:
Russia,1986,:
Russia,1987,:
Russia,1988,:
Russia,1989,:
Russia,1990,:
Russia,1991,:
Russia,1992,:
Russia,1993,:
Russia,1994,:
Russia,1995,:
Russia,1996,:
Russia,1997,:
Russia,1998,:
Russia,1999,:
Russia,2000,146890128
Russia,2001,146303611
Russia,2002,145649334
Russia,2003,145166731
Russia,2004,144168205
Russia,2005,143474219
Russia,2006,142753551
Russia,2007,142220968
Russia,2008,142008838
Russia,2009,141903979
Russia,2010,141914509
Russia,2011,142856536
Russia,2012,143056383
Russia,2013,:
Russia,2014,143666931
Russia,2015,:
Russia,2016,:
Russia,2017,:
Russia,2018,:
Russia,2019,:
Russia,2020,:
Russia,2021,:
Russia,2022,:
Russia,2023,:
Russia,2024,:
San Marino,1960,:
San Marino,1961,:
San Marino,1962,:
San Marino,1963,:
San Marino,1964,:
San Marino,1965,:
San Marino,1966,:
San Marino,1967,:
San Marino,1968,:
San Marino,1969,:
San Marino,1970,:
San Marino,1971,:
San Marino,1972,:
San Marino,1973,:
San Marino,1974,:
San Marino,1975,:
San Marino,1976,:
San Marino,1977,:
San Marino,1978,:
San Marino,1979,:
San Marino,1980,:
San Marino,1981,:
San Marino,1982,:
San Marino,1983,:
San Marino,1984,:
San Marino,1985,:
San Marino,1986,:
San Marino,1987,:
San Marino,1988,:
San Marino,1989,:
San Marino,1990,:
San Marino,1991,:
San Marino,1992,:
San Marino,1993,:
San Marino,1994,:
San Marino,1995,:
San Marino,1996,:
San Marino,1997,:
San Marino,1998,:
San Marino,1999,:
San Marino,2000,:
San Marino,2001,:
San Marino,2002,:
San Marino,2003,:
San Marino,2004,29241
San Marino,2005,29673
San Marino,2006,29999
San Marino,2007,30368
San Marino,2008,32054
San Marino,2009,31269
San Marino,2010,:
San Marino,2011,31863
San Marino,2012,33376
San Marino,2013,33562
San Marino,2014,:
San Marino,2015,:
San Marino,2016,:
San Marino,2017,:
San Marino,2018,34453
San Marino,2019,:
San Marino,2020,:
San Marino,2021,:
San Marino,2022,:
San Marino,2023,:
San Marino,2024,:
Serbia,1960,:
Serbia,1961,:
Serbia,1962,:
Serbia,1963,:
Serbia,1964,:
Serbia,1965,:
Serbia,1966,:
Serbia,1967,:
Serbia,1968,:
Serbia,1969,:
Serbia,1970,:
Serbia,1971,:
Serbia,1972,:
Serbia,1973,:
Serbia,1974,:
Serbia,1975,:
Serbia,1976,:
Serbia,1977,:
Serbia,1978,:
Serbia,1979,:
Serbia,1980,:
Serbia,1981,:
Serbia,1982,:
Serbia,1983,:
Serbia,1984,:
Serbia,1985,:
Serbia,1986,:
Serbia,1987,:
Serbia,1988,:
Serbia,1989,:
Serbia,1990,:
Serbia,1991,:
Serbia,1992,:
Serbia,1993,:
Serbia,1994,:
Serbia,1995,:
Serbia,1996,:
Serbia,1997,:
Serbia,1998,:
Serbia,1999,7552850
Serbia,2000,7527952
Serbia,2001,7504739
Serbia,2002,7502126
Serbia,2003,7490918
Serbia,2004,7470263
Serbia,2005,7456050
Serbia,2006,7425487
Serbia,2007,7397651
Serbia,2008,7365507
Serbia,2009,7334937
Serbia,2010,7306677
Serbia,2011,7251549
Serbia,2012,7216649
Serbia,2013,7181505
Serbia,2014,7146759
Serbia,2015,7114393
Serbia,2016,7076372
Serbia,2017,7040272
Serbia,2018,7001444
Serbia,2019,6963764
Serbia,2020,6926705
Serbia,2021,6871547
Serbia,2022,6797105
Serbia,2023,6641197
Serbia,2024,6605168
Slovakia,1960,3969682
Slovakia,1961,4166507
Slovakia,1962,4216827
Slovakia,1963,4259549
Slovakia,1964,4304484
Slovakia,1965,4350198
Slovakia,1966,4391768
Slovakia,1967,4431564
Slovakia,1968,4467170
Slovakia,1969,4500659
Slovakia,1970,4536555
Slovakia,1971,4539890
Slovakia,1972,4575007
Slovakia,1973,4618236
Slovakia,1974,4664653
Slovakia,1975,4714593
Slovakia,1976,4763617
Slovakia,1977,4815396
Slovakia,1978,4865605
Slovakia,1979,4914644
Slovakia,1980,4963301
Slovakia,1981,4996329
Slovakia,1982,5035881
Slovakia,1983,5074316
Slovakia,1984,5109626
Slovakia,1985,5144568
Slovakia,1986,5178967
Slovakia,1987,5208708
Slovakia,1988,5236972
Slovakia,1989,5264220
Slovakia,1990,5287663
Slovakia,1991,5310711
Slovakia,1992,5295877
Slovakia,1993,5314155
Slovakia,1994,5336455
Slovakia,1995,5356207
Slovakia,1996,5367790
Slovakia,1997,5378932
Slovakia,1998,5387650
Slovakia,1999,5393382
Slovakia,2000,5398657
Slovakia,2001,5378783
Slovakia,2002,5378951
Slovakia,2003,5374873
Slovakia,2004,5371875
Slovakia,2005,5372685
Slovakia,2006,5372928
Slovakia,2007,5373180
Slovakia,2008,5376064
Slovakia,2009,5382401
Slovakia,2010,5390410
Slovakia,2011,5392446
Slovakia,2012,5404322
Slovakia,2013,5410836
Slovakia,2014,5415949
Slovakia,2015,5421349
Slovakia,2016,5426252
Slovakia,2017,5435343
Slovakia,2018,5443120
Slovakia,2019,5450421
Slovakia,2020,5457873
Slovakia,2021,5459781
Slovakia,2022,5434712
Slovakia,2023,5428792
Slovakia,2024,5424687
Slovenia,1960,1580535
Slovenia,1961,1588904
Slovenia,1962,1599357
Slovenia,1963,1607941
Slovenia,1964,1626000
Slovenia,1965,1638227
Slovenia,1966,1660092
Slovenia,1967,1679717
Slovenia,1968,1699339
Slovenia,1969,1709752
Slovenia,1970,1717995
Slovenia,1971,1731787
Slovenia,1972,1744882
Slovenia,1973,1759584
Slovenia,1974,1773809
Slovenia,1975,1778454
Slovenia,1976,1808707
Slovenia,1977,1831790
Slovenia,1978,1852963
Slovenia,1979,1872133
Slovenia,1980,1893064
Slovenia,1981,1909566
Slovenia,1982,1903495
Slovenia,1983,1917173
Slovenia,1984,1927469
Slovenia,1985,1936839
Slovenia,1986,1946442
Slovenia,1987,1985486
Slovenia,1988,1994066
Slovenia,1989,1996325
Slovenia,1990,1996377
Slovenia,1991,1999945
Slovenia,1992,1998912
Slovenia,1993,1994084
Slovenia,1994,1989408
Slovenia,1995,1989477
Slovenia,1996,1990266
Slovenia,1997,1986989
Slovenia,1998,1984923
Slovenia,1999,1978334
Slovenia,2000,1987755
Slovenia,2001,1990094
Slovenia,2002,1994026
Slovenia,2003,1995033
Slovenia,2004,1996433
Slovenia,2005,1997590
Slovenia,2006,2003358
Slovenia,2007,2010377
Slovenia,2008,2010269
Slovenia,2009,2032362
Slovenia,2010,2046976
Slovenia,2011,2050189
Slovenia,2012,2055496
Slovenia,2013,2058821
Slovenia,2014,2061085
Slovenia,2015,2062874
Slovenia,2016,2064188
Slovenia,2017,2065895
Slovenia,2018,2066880
Slovenia,2019,2080908
Slovenia,2020,2095861
Slovenia,2021,2108977
Slovenia,2022,2107180
Slovenia,2023,2116972
Slovenia,2024,2123949
Spain,1960,30327000
Spain,1961,30583000
Spain,1962,30895500
Spain,1963,31151231
Spain,1964,31442070
Spain,1965,31776320
Spain,1966,32132264
Spain,1967,32434123
Spain,1968,32931771
Spain,1969,33294497
Spain,1970,33587610
Spain,1971,34040642
Spain,1972,34408338
Spain,1973,34800600
Spain,1974,35177294
Spain,1975,35569375
Spain,1976,35946425
Spain,1977,36329199
Spain,1978,36694077
Spain,1979,37035719
Spain,1980,37346940
Spain,1981,37635389
Spain,1982,37881873
Spain,1983,38090151
Spain,1984,38252899
Spain,1985,38407829
Spain,1986,38531195
Spain,1987,38638052
Spain,1988,38731578
Spain,1989,38802300
Spain,1990,38853227
Spain,1991,38881416
Spain,1992,39051336
Spain,1993,39264034
Spain,1994,39458489
Spain,1995,39639726
Spain,1996,39808374
Spain,1997,39971329
Spain,1998,40143449
Spain,1999,40303568
Spain,2000,40470182
Spain,2001,40665545
Spain,2002,41035278
Spain,2003,41827838
Spain,2004,42547451
Spain,2005,43296338
Spain,2006,44009971
Spain,2007,44784666
Spain,2008,45668939
Spain,2009,46239273
Spain,2010,46486619
Spain,2011,46667174
Spain,2012,46818219
Spain,2013,46712650
Spain,2014,46495744
Spain,2015,46425722
Spain,2016,46418884
Spain,2017,46497393
Spain,2018,46645070
Spain,2019,46918951
Spain,2020,47318050
Spain,2021,47400798
Spain,2022,47486843
Spain,2023,48085361
Spain,2024,48619695
Sweden,1960,7471345
Sweden,1961,7497967
Sweden,1962,7542028
Sweden,1963,7581148
Sweden,1964,7627507
Sweden,1965,7695200
Sweden,1966,7772506
Sweden,1967,7843088
Sweden,1968,7892774
Sweden,1969,7931772
Sweden,1970,8004371
Sweden,1971,8081230
Sweden,1972,8115438
Sweden,1973,8129161
Sweden,1974,8143463
Sweden,1975,8176447
Sweden,1976,8208427
Sweden,1977,8236144
Sweden,1978,8266936
Sweden,1979,8284261
Sweden,1980,8303094
Sweden,1981,8317967
Sweden,1982,8323038
Sweden,1983,8327488
Sweden,1984,8330577
Sweden,1985,8342633
Sweden,1986,8358139
Sweden,1987,8381519
Sweden,1988,8414089
Sweden,1989,8458888
Sweden,1990,8527039
Sweden,1991,8590630
Sweden,1992,8644120
Sweden,1993,8692013
Sweden,1994,8745109
Sweden,1995,8816381
Sweden,1996,8837496
Sweden,1997,8844499
Sweden,1998,8847625
Sweden,1999,8854322
Sweden,2000,8861426
Sweden,2001,8882792
Sweden,2002,8909128
Sweden,2003,8940788
Sweden,2004,8975670
Sweden,2005,9011392
Sweden,2006,9047752
Sweden,2007,9113257
Sweden,2008,9182927
Sweden,2009,9256347
Sweden,2010,9340682
Sweden,2011,9415570
Sweden,2012,9482855
Sweden,2013,9555893
Sweden,2014,9644864
Sweden,2015,9747355
Sweden,2016,9851017
Sweden,2017,9995153
Sweden,2018,10120242
Sweden,2019,10230185
Sweden,2020,10327589
Sweden,2021,10379295
Sweden,2022,10452326
Sweden,2023,10521556
Sweden,2024,10551707
Switzerland,1960,5295500
Switzerland,1961,5360153
Switzerland,1962,5508435
Switzerland,1963,5639195
Switzerland,1964,5749299
Switzerland,1965,5829156
Switzerland,1966,5883788
Switzerland,1967,5952216
Switzerland,1968,6031353
Switzerland,1969,6104074
Switzerland,1970,6168700
Switzerland,1971,6193054
Switzerland,1972,6233744
Switzerland,1973,6288168
Switzerland,1974,6326525
Switzerland,1975,6356285
Switzerland,1976,6320978
Switzerland,1977,6284029
Switzerland,1978,6278319
Switzerland,1979,6285156
Switzerland,1980,6303573
Switzerland,1981,6335243
Switzerland,1982,6372904
Switzerland,1983,6409713
Switzerland,1984,6427833
Switzerland,1985,6455896
Switzerland,1986,6484834
Switzerland,1987,6523413
Switzerland,1988,6566799
Switzerland,1989,6619973
Switzerland,1990,6673850
Switzerland,1991,6757188
Switzerland,1992,6842768
Switzerland,1993,6907959
Switzerland,1994,6968570
Switzerland,1995,7019019
Switzerland,1996,7062354
Switzerland,1997,7081346
Switzerland,1998,7096465
Switzerland,1999,7123537
Switzerland,2000,7164444
Switzerland,2001,7204055
Switzerland,2002,7255653
Switzerland,2003,7313853
Switzerland,2004,7364148
Switzerland,2005,7415102
Switzerland,2006,7459128
Switzerland,2007,7508739
Switzerland,2008,7593494
Switzerland,2009,7701856
Switzerland,2010,7785806
Switzerland,2011,7870134
Switzerland,2012,7954662
Switzerland,2013,8039060
Switzerland,2014,8139631
Switzerland,2015,8237666
Switzerland,2016,8327126
Switzerland,2017,8419550
Switzerland,2018,8484130
Switzerland,2019,8544527
Switzerland,2020,8606033
Switzerland,2021,8670300
Switzerland,2022,8738791
Switzerland,2023,8815385
Switzerland,2024,8962258
Türkiye,1960,27119962
Türkiye,1961,27755078
Türkiye,1962,28435197
Türkiye,1963,29162545
Türkiye,1964,29939582
Türkiye,1965,30769013
Türkiye,1966,31499416
Türkiye,1967,32273630
Türkiye,1968,33093700
Türkiye,1969,33961875
Türkiye,1970,34880611
Türkiye,1971,35707058
Türkiye,1972,36582215
Türkiye,1973,37508880
Türkiye,1974,38490106
Türkiye,1975,39529218
Türkiye,1976,40281507
Türkiye,1977,41102443
Türkiye,1978,41996129
Türkiye,1979,42967253
Türkiye,1980,44021146
Türkiye,1981,45023450
Türkiye,1982,46085508
Türkiye,1983,47210448
Türkiye,1984,48401689
Türkiye,1985,49662958
Türkiye,1986,50695548
Türkiye,1987,51791212
Türkiye,1988,52953586
Türkiye,1989,54186642
Türkiye,1990,55494711
Türkiye,1991,56714051
Türkiye,1992,57835076
Türkiye,1993,58958565
Türkiye,1994,60079060
Türkiye,1995,61203584
Türkiye,1996,62337617
Türkiye,1997,63484661
Türkiye,1998,64641675
Türkiye,1999,65786563
Türkiye,2000,66889425
Türkiye,2001,64729501
Türkiye,2002,65603160
Türkiye,2003,66401851
Türkiye,2004,67187251
Türkiye,2005,68010221
Türkiye,2006,68860539
Türkiye,2007,69729967
Türkiye,2008,70586256
Türkiye,2009,71517100
Türkiye,2010,72561312
Türkiye,2011,73722988
Türkiye,2012,74724269
Türkiye,2013,75627384
Türkiye,2014,76667864
Türkiye,2015,77695904
Türkiye,2016,78741053
Türkiye,2017,79814871
Türkiye,2018,80810525
Türkiye,2019,82003882
Türkiye,2020,83154997
Türkiye,2021,83614362
Türkiye,2022,84680273
Türkiye,2023,85279553
Türkiye,2024,85372377
Ukraine,1960,:
Ukraine,1961,:
Ukraine,1962,:
Ukraine,1963,:
Ukraine,1964,:
Ukraine,1965,:
Ukraine,1966,:
Ukraine,1967,:
Ukraine,1968,:
Ukraine,1969,:
Ukraine,1970,:
Ukraine,1971,:
Ukraine,1972,:
Ukraine,1973,:
Ukraine,1974,:
Ukraine,1975,:
Ukraine,1976,:
Ukraine,1977,:
Ukraine,1978,:
Ukraine,1979,:
Ukraine,1980,:
Ukraine,1981,:
Ukraine,1982,:
Ukraine,1983,:
Ukraine,1984,:
Ukraine,1985,:
Ukraine,1986,:
Ukraine,1987,:
Ukraine,1988,:
Ukraine,1989,:
Ukraine,1990,:
Ukraine,1991,:
Ukraine,1992,:
Ukraine,1993,:
Ukraine,1994,:
Ukraine,1995,:
Ukraine,1996,:
Ukraine,1997,:
Ukraine,1998,:
Ukraine,1999,:
Ukraine,2000,49114950
Ukraine,2001,48663609
Ukraine,2002,48240902
Ukraine,2003,47823108
Ukraine,2004,47442079
Ukraine,2005,47100462
Ukraine,2006,46749170
Ukraine,2007,46465691
Ukraine,2008,46192309
Ukraine,2009,45963359
Ukraine,2010,45782592
Ukraine,2011,45598179
Ukraine,2012,45453282
Ukraine,2013,45372692
Ukraine,2014,45245894
Ukraine,2015,42759661
Ukraine,2016,42590879
Ukraine,2017,42414905
Ukraine,2018,42216766
Ukraine,2019,41983564
Ukraine,2020,41732779
Ukraine,2021,41418717
Ukraine,2022,40997698
Ukraine,2023,:
Ukraine,2024,:
United Kingdom,1960,52200000
United Kingdom,1961,52600000
United Kingdom,1962,53000000
United Kingdom,1963,53500000
United Kingdom,1964,53800000
United Kingdom,1965,54200000
United Kingdom,1966,54496100
United Kingdom,1967,54800900
United Kingdom,1968,55086300
United Kingdom,1969,55337100
United Kingdom,1970,55546400
United Kingdom,1971,55780100
United Kingdom,1972,56012345
United Kingdom,1973,56159785
United Kingdom,1974,56229268
United Kingdom,1975,56230680
United Kingdom,1976,56220920
United Kingdom,1977,56203016
United Kingdom,1978,56183968
United Kingdom,1979,56209039
United Kingdom,1980,56284863
United Kingdom,1981,56343569
United Kingdom,1982,56324088
United Kingdom,1983,56303194
United Kingdom,1984,56362502
United Kingdom,1985,56481641
United Kingdom,1986,56618895
United Kingdom,1987,56743897
United Kingdom,1988,56860203
United Kingdom,1989,56996450
United Kingdom,1990,57156972
United Kingdom,1991,57338199
United Kingdom,1992,57511594
United Kingdom,1993,57649210
United Kingdom,1994,57788017
United Kingdom,1995,57943472
United Kingdom,1996,58094587
United Kingdom,1997,58239312
United Kingdom,1998,58394596
United Kingdom,1999,58579685
United Kingdom,2000,58785246
United Kingdom,2001,58999781
United Kingdom,2002,59239564
United Kingdom,2003,59501394
United Kingdom,2004,59793759
United Kingdom,2005,60182050
United Kingdom,2006,60620361
United Kingdom,2007,61073279
United Kingdom,2008,61571647
United Kingdom,2009,62042343
United Kingdom,2010,62510197
United Kingdom,2011,63022532
United Kingdom,2012,63495088
United Kingdom,2013,63905342
United Kingdom,2014,64351203
United Kingdom,2015,64853393
United Kingdom,2016,65379044
United Kingdom,2017,65844142
United Kingdom,2018,66273576
United Kingdom,2019,66647112
United Kingdom,2020,67025542
United Kingdom,2021,:
United Kingdom,2022,:
United Kingdom,2023,:
United Kingdom,2024,:
